Port# , Lane# , PRE3 , PRE2 , PRE , MAIN , POST , POST2
104,4,0,0,0,116,0,0
104,5,0,2,-12,76,0,0
104,6,0,0,0,128,0,0
104,7,0,1,-7,64,0,0
104,8,0,1,-7,131,0,0
105,1,0,0,0,135,-7,0
105,2,0,2,-14,85,0,0
105,3,0,0,0,132,-18,0
105,4,0,1,-5,98,0,0
105,5,0,0,0,168,0,0
105,6,0,5,-29,100,0,0
105,7,0,0,0,125,-6,0
105,8,0,1,-9,81,0,0
106,1,0,0,0,107,0,0
106,2,0,0,0,115,0,0
106,3,0,0,0,123,0,0
106,4,0,4,-21,132,0,0
106,5,0,0,0,143,0,0
106,6,0,0,0,110,0,0
106,7,0,0,0,122,0,0
106,8,0,3,-21,95,0,0
107,1,0,0,0,111,0,0
107,2,0,0,0,94,0,0
107,3,0,0,0,107,0,0
107,4,0,2,-14,134,0,0
107,5,0,1,-6,119,0,0
107,6,0,0,0,113,-6,0
107,7,0,0,0,89,-9,0
107,8,0,2,-13,78,0,0
108,1,0,0,0,93,0,0
108,2,0,2,-15,92,0,0
108,3,0,3,-16,101,0,0
108,4,0,0,0,106,0,0
108,5,0,3,-18,111,0,0
108,6,0,4,-22,98,0,0
108,7,0,2,-12,116,-6,0
108,8,0,1,-8,80,0,0
109,1,0,1,-5,97,0,0
109,2,0,0,0,109,-5,0
109,3,0,0,0,108,-5,0
109,4,0,1,-6,118,-11,0
109,5,0,3,-20,92,0,0
109,6,0,0,0,140,-13,0
109,7,0,0,0,90,0,0
109,8,0,2,-11,102,0,0
110,1,0,0,0,79,0,0
110,2,0,0,0,93,0,0
110,3,0,1,-5,100,0,0
110,4,0,0,0,119,0,0
110,5,0,3,-16,99,0,0
110,6,0,0,0,104,0,0
110,7,0,2,-15,91,0,0
110,8,0,1,-5,91,0,0
111,1,0,1,-3,64,0,0
111,2,0,0,0,92,0,0
111,3,0,3,-20,89,0,0
111,4,0,2,-13,125,-6,0
111,5,0,1,-6,116,0,0
111,6,0,0,0,133,-13,0
111,7,0,3,-19,87,0,0
111,8,0,2,-12,115,0,0
112,1,0,2,-11,65,0,0
112,2,0,0,0,110,0,0
112,3,0,3,-16,74,0,0
112,4,0,0,0,116,0,0
112,5,0,2,-13,80,0,0
112,6,0,0,0,128,0,0
112,7,0,1,-7,62,0,0
112,8,0,1,-4,84,0,0
113,1,0,2,-15,98,-15,0
113,2,0,4,-22,98,0,0
113,3,0,1,-5,109,-25,0
113,4,0,0,0,114,0,0
113,5,0,1,-7,142,-20,0
113,6,0,4,-23,103,0,0
113,7,0,0,0,91,-20,0
113,8,0,2,-12,71,0,0
114,1,0,0,0,124,-12,0
114,2,0,2,-14,85,0,0
114,3,0,0,0,135,-25,0
114,4,0,3,-20,126,0,0
114,5,0,0,0,143,-27,0
114,6,0,0,0,123,0,0
114,7,0,0,0,99,-9,0
114,8,0,4,-22,99,0,0
115,1,0,0,0,118,0,0
115,2,0,0,0,117,0,0
115,3,0,0,0,135,0,0
115,4,0,4,-27,121,0,0
115,5,0,0,0,123,0,0
115,6,0,0,0,110,0,0
115,7,0,0,0,93,0,0
115,8,0,2,-13,81,0,0
116,1,0,0,0,100,0,0
116,2,0,0,0,78,0,0
116,3,0,0,0,102,0,0
116,4,0,0,0,112,-5,0
116,5,0,1,-6,110,0,0
116,6,0,3,-19,123,-6,0
116,7,0,1,-5,88,0,0
116,8,0,1,-6,111,0,0
117,1,0,0,0,76,0,0
117,2,0,2,-12,116,0,0
117,3,0,3,-16,101,0,0
117,4,0,0,0,123,0,0
117,5,0,0,0,121,0,0
117,6,0,4,-21,132,0,0
117,7,0,2,-11,101,0,0
117,8,0,0,0,107,0,0
118,1,0,2,-11,70,0,0
118,2,0,1,-5,100,0,0
118,3,0,0,0,102,0,0
118,4,0,0,0,115,0,0
118,5,0,0,0,126,0,0
118,6,0,1,-6,119,0,0
118,7,0,1,-6,111,0,0
118,8,0,0,0,105,0,0
119,1,0,0,0,69,0,0
119,2,0,0,0,115,0,0
119,3,0,3,-19,88,0,0
119,4,0,0,0,129,0,0
119,5,0,0,0,120,0,0
119,6,0,1,-6,119,0,0
119,7,0,3,-17,102,0,0
119,8,0,0,0,157,0,0
120,1,0,1,-4,77,0,0
120,2,0,2,-10,103,-24,0
120,3,0,2,-12,77,0,0
120,4,0,2,-12,124,-29,0
120,5,0,1,-7,70,0,0
120,6,0,2,-13,135,-20,0
120,7,0,0,0,57,0,0
120,8,0,2,-13,122,-6,0
121,1,0,0,0,117,-16,0
121,2,0,4,-22,76,0,0
121,3,0,1,-7,135,-7,0
121,4,0,1,-5,103,0,0
121,5,0,1,-9,160,0,0
121,6,0,3,-20,92,0,0
121,7,0,0,0,149,0,0
121,8,0,2,-11,100,0,0
122,1,0,0,0,90,-13,0
122,2,0,3,-18,109,0,0
122,3,0,0,0,136,0,0
122,4,0,0,0,143,-7,0
122,5,0,0,0,144,0,0
122,6,0,0,0,136,0,0
122,7,0,0,0,160,0,0
122,8,0,3,-21,94,0,0
123,1,0,0,0,109,0,0
123,2,0,3,-18,111,-6,0
123,3,0,1,-5,109,-5,0
123,4,0,2,-13,122,0,0
123,5,0,0,0,128,0,0
123,6,0,2,-12,110,0,0
123,7,0,1,-7,145,0,0
123,8,0,3,-19,87,0,0
124,1,0,0,0,78,0,0
124,2,0,2,-9,86,0,0
124,3,0,0,0,109,0,0
124,4,0,0,0,113,-5,0
124,5,0,2,-13,131,-7,0
124,6,0,4,-27,121,0,0
124,7,0,0,0,122,-6,0
124,8,0,0,0,123,0,0
125,1,0,0,0,87,0,0
125,2,0,0,0,90,0,0
125,3,0,2,-11,106,-5,0
125,4,0,2,-14,129,0,0
125,5,0,0,0,131,-6,0
125,6,0,0,0,136,-13,0
125,7,0,1,-7,142,-14,0
125,8,0,1,-6,126,0,0
126,1,0,1,-4,84,0,0
126,2,0,0,0,120,0,0
126,3,0,0,0,88,0,0
126,4,0,0,0,143,0,0
126,5,0,1,-5,104,0,0
126,6,0,0,0,113,-6,0
126,7,0,0,0,119,-6,0
126,8,0,0,0,150,0,0
127,1,0,2,-11,70,0,0
127,2,0,1,-5,105,0,0
127,3,0,0,0,104,0,0
127,4,0,0,0,135,0,0
127,5,0,3,-17,104,0,0
127,6,0,0,0,110,0,0
127,7,0,0,0,85,0,0
127,8,0,0,0,98,0,0
128,1,0,0,0,90,0,0
128,2,0,2,-11,109,-16,0
128,3,0,2,-10,92,0,0
128,4,0,2,-12,125,-31,0
128,5,0,2,-15,67,0,0
128,6,0,2,-13,133,-19,0
128,7,0,0,0,57,0,0
128,8,0,0,0,168,0,0
