Port# , Lane# , PRE3 , PRE2 , PRE , MAIN , POST , POST2
100,6,0,0,0,161,-5,0
100,7,0,0,-14,153,0,0
100,8,0,0,-4,133,-4,0
101,1,0,0,0,143,-4,0
101,2,0,0,-16,111,-10,0
101,3,0,0,-14,149,-5,0
101,4,0,0,-15,136,-15,0
101,5,0,0,0,154,-13,0
101,6,0,0,-18,143,-4,0
101,7,0,0,-17,141,-8,0
101,8,0,1,-17,100,-12,0
102,1,0,0,-7,130,-11,0
102,2,0,0,-6,103,-14,0
102,3,0,0,-19,132,-15,0
102,4,0,0,-22,140,-4,0
102,5,0,2,0,148,-16,0
102,6,0,0,-18,144,-4,0
102,7,0,0,-13,145,-9,0
102,8,0,0,-14,128,-18,0
103,1,0,0,-20,121,0,0
103,2,0,2,-18,106,-12,0
103,3,0,0,-19,148,0,0
103,4,0,6,-24,129,-8,0
103,5,0,0,-28,141,0,0
103,6,0,0,-23,144,0,0
103,7,0,0,-27,139,0,0
103,8,0,5,-14,124,-14,0
104,1,0,0,-28,139,0,0
104,2,0,0,-9,121,-22,0
104,3,0,0,-23,143,0,0
104,4,0,0,-20,134,-12,0
104,5,0,0,-27,139,-4,0
104,6,0,0,-21,139,-8,0
104,7,0,0,-12,131,0,0
104,8,0,0,-18,144,-4,0
105,1,0,0,-14,131,-21,0
105,2,0,0,0,167,0,0
105,3,0,0,-19,148,0,0
105,4,0,0,0,165,-5,0
105,5,0,2,-14,130,-21,0
105,6,0,0,-5,162,0,0
105,7,0,0,-15,116,0,0
105,8,0,5,-19,94,0,0
106,1,0,0,-21,112,-4,0
106,2,0,2,0,138,0,0
106,3,0,0,-23,143,0,0
106,4,0,0,-5,157,-5,0
106,5,0,0,-23,143,0,0
106,6,0,0,-4,152,-9,0
106,7,0,6,-21,130,0,0
106,8,0,0,0,151,-16,0
107,1,0,2,-16,137,-12,0
107,2,0,0,-5,100,-13,0
107,3,0,0,-24,145,0,0
107,4,0,0,-5,157,-5,0
107,5,0,2,-14,130,-21,0
107,6,0,0,0,165,0,0
107,7,0,0,-4,133,-4,0
107,8,0,0,0,155,-9,0
108,1,0,0,-18,108,0,0
108,2,0,0,-19,148,0,0
108,3,0,0,-22,139,-4,0
108,4,0,0,-5,165,0,0
108,5,0,0,-19,148,0,0
108,6,0,0,-17,141,-8,0
108,7,0,5,-23,140,0,0
108,8,0,4,-5,98,-15,0
109,1,0,0,-4,147,-16,0
109,2,0,0,-5,158,-5,0
109,3,0,0,-18,144,-4,0
109,4,0,0,-5,161,0,0
109,5,0,0,-19,147,0,0
109,6,0,0,-16,138,-12,0
109,7,0,0,-5,158,-5,0
109,8,0,0,-17,109,-7,0
110,1,0,0,-16,112,-10,0
110,2,0,0,-15,125,-11,0
110,3,0,0,-5,160,-5,0
110,4,0,0,-15,133,-18,0
110,5,0,0,-8,140,-19,0
110,6,0,0,-23,143,0,0
110,7,0,0,-23,143,0,0
110,8,0,2,-11,134,-21,0
111,1,0,0,-8,107,-19,0
111,2,0,0,-12,98,-6,0
111,3,0,0,-12,140,-16,0
111,4,0,0,-22,129,-15,0
111,5,0,0,-8,146,-12,0
111,6,0,0,-12,145,-12,0
111,7,0,0,-22,139,-4,0
111,8,0,0,-12,142,-12,0
112,1,0,0,-22,129,-15,0
112,2,0,5,-25,121,-14,0
112,3,0,0,-19,132,-15,0
112,4,0,0,-36,131,0,0
112,5,0,0,-9,155,-5,0
112,6,0,5,-14,128,-21,0
112,7,0,6,-15,120,0,0
112,8,0,0,-21,129,0,0
113,1,0,3,-17,125,-20,0
113,2,0,0,0,150,-16,0
113,3,0,0,-18,132,-18,0
113,4,0,0,-5,157,-5,0
113,5,0,2,-26,124,-15,0
113,6,0,0,-18,143,-4,0
113,7,0,0,-5,106,-21,0
113,8,0,0,-6,114,-10,0
114,1,0,0,-27,127,-12,0
114,2,0,0,-3,103,-18,0
114,3,0,0,-18,130,-18,0
114,4,0,0,-4,153,-9,0
114,5,0,0,-23,129,-15,0
114,6,0,2,-4,142,-19,0
114,7,0,0,-19,95,0,0
114,8,0,0,-8,146,-12,0
115,1,0,1,-18,100,-12,0
115,2,0,0,0,139,-8,0
115,3,0,0,-22,127,-15,0
115,4,0,0,-5,157,-5,0
115,5,0,0,-19,148,0,0
115,6,0,2,-11,133,-18,0
115,7,0,0,-10,108,0,0
115,8,0,6,-4,136,-8,0
116,1,0,0,-14,128,-18,0
116,2,0,0,-5,163,0,0
116,3,0,0,-23,143,0,0
116,4,0,0,-12,140,-16,0
116,5,0,0,-15,136,-15,0
116,6,0,0,-11,134,-21,0
116,7,0,0,-19,147,0,0
116,8,0,3,-3,120,-19,0
117,1,0,4,-6,101,-11,0
117,2,0,0,-14,130,-24,0
117,3,0,4,-20,134,-12,0
117,4,0,2,-18,131,-18,0
117,5,0,0,-7,134,-27,0
117,6,0,0,-21,137,-8,0
117,7,0,0,-18,144,-4,0
117,8,0,4,-11,93,-8,0
118,1,0,0,-22,140,-4,0
118,2,0,0,-22,127,-18,0
118,3,0,0,-20,133,-12,0
118,4,0,0,-12,140,-16,0
118,5,0,0,-19,148,0,0
118,6,0,0,-18,130,-18,0
118,7,0,0,-9,149,-9,0
118,8,0,0,-17,105,-3,0
119,1,0,0,-6,101,-9,0
119,2,0,0,-11,135,-21,0
119,3,0,0,0,166,0,0
119,4,0,5,-14,128,-21,0
119,5,0,0,-4,151,-13,0
119,6,0,0,-22,140,-4,0
119,7,0,0,0,162,-5,0
119,8,0,0,-17,109,-7,0
120,1,0,0,-4,143,-16,0
120,2,0,5,-25,121,-14,0
120,3,0,0,0,166,0,0
120,4,0,5,-10,129,-23,0
120,5,0,0,-5,158,-5,0
120,6,0,5,-22,125,-15,0
120,7,0,0,-18,124,-11,0
120,8,0,5,-21,105,0,0
121,1,0,0,-26,134,-4,0
121,2,0,0,-5,162,0,0
121,3,0,0,-18,130,-18,0
121,4,0,0,-4,150,-13,0
121,5,0,0,-26,126,-15,0
121,6,0,0,0,161,-5,0
121,7,0,0,-19,95,0,0
121,8,0,0,-10,122,-17,0
122,1,0,2,-31,133,0,0
122,2,0,0,-11,129,-11,0
122,3,0,0,-23,129,-15,0
122,4,0,0,-10,157,0,0
122,5,0,0,-23,129,-15,0
122,6,0,0,-8,148,-13,0
122,7,0,0,-27,128,-12,0
122,8,0,0,-19,132,-15,0
123,1,0,3,-12,110,-18,0
123,2,0,0,0,162,-5,0
123,3,0,0,-12,142,-12,0
123,4,0,0,-14,153,0,0
123,5,0,6,-26,124,-11,0
123,6,0,0,0,158,-9,0
123,7,0,0,-15,136,-15,0
123,8,0,0,-26,126,-15,0
124,1,0,0,-21,137,-8,0
124,2,0,0,-8,140,-19,0
124,3,0,0,-22,139,-4,0
124,4,0,0,-14,151,-5,0
124,5,0,0,-14,132,-21,0
124,6,0,0,-12,142,-12,0
124,7,0,0,-22,113,0,0
124,8,0,0,-17,105,-3,0
125,1,0,0,-10,95,-13,0
125,2,0,0,-8,99,-11,0
125,3,0,7,-22,138,0,0
125,4,0,0,-16,138,-12,0
125,5,0,0,-14,148,-5,0
125,6,0,0,-12,141,-12,0
125,7,0,0,-12,142,-12,0
125,8,0,2,-15,128,-11,0
126,1,0,0,-8,140,-19,0
126,2,0,2,-20,113,-13,0
126,3,0,0,-8,148,-13,0
126,4,0,0,-22,140,-4,0
126,5,0,0,-22,140,-4,0
126,6,0,0,-7,134,-27,0
126,7,0,2,-15,133,-18,0
126,8,0,5,-14,127,-20,0
127,1,0,0,-5,158,-5,0
127,2,0,7,-22,137,0,0
127,3,0,0,0,154,-13,0
127,4,0,0,-22,140,-4,0
127,5,0,0,-10,157,0,0
127,6,0,0,-12,144,-12,0
127,7,0,0,-15,104,-9,0
127,8,0,0,-18,144,-4,0
128,1,0,0,-19,122,-7,0
128,2,0,0,-23,109,-13,0
128,3,0,0,-20,135,-12,0
128,4,0,6,-36,120,-4,0
128,5,0,0,-20,135,-12,0
128,6,0,5,-17,127,-21,0
128,7,0,6,-21,127,0,0
128,8,0,0,-28,141,0,0
