chipId,name,value
0,lane_to_serdes_map_fabric_lane464,rx420:tx419
0,lane_to_serdes_map_fabric_lane465,rx421:tx416
0,lane_to_serdes_map_fabric_lane466,rx422:tx417
0,lane_to_serdes_map_fabric_lane467,rx423:tx418
0,lane_to_serdes_map_fabric_lane212,rx424:tx431
0,lane_to_serdes_map_fabric_lane213,rx425:tx428
0,lane_to_serdes_map_fabric_lane214,rx426:tx429
0,lane_to_serdes_map_fabric_lane215,rx427:tx430
0,lane_to_serdes_map_fabric_lane468,rx428:tx427
0,lane_to_serdes_map_fabric_lane469,rx429:tx424
0,lane_to_serdes_map_fabric_lane470,rx430:tx425
0,lane_to_serdes_map_fabric_lane471,rx431:tx426
0,lane_to_serdes_map_fabric_lane216,rx432:tx436
0,lane_to_serdes_map_fabric_lane217,rx433:tx437
0,lane_to_serdes_map_fabric_lane218,rx434:tx438
0,lane_to_serdes_map_fabric_lane219,rx435:tx439
0,lane_to_serdes_map_fabric_lane472,rx436:tx432
0,lane_to_serdes_map_fabric_lane473,rx437:tx433
0,lane_to_serdes_map_fabric_lane474,rx438:tx434
0,lane_to_serdes_map_fabric_lane475,rx439:tx435
0,lane_to_serdes_map_fabric_lane220,rx440:tx444
0,lane_to_serdes_map_fabric_lane221,rx441:tx445
0,lane_to_serdes_map_fabric_lane222,rx442:tx446
0,lane_to_serdes_map_fabric_lane223,rx443:tx447
0,lane_to_serdes_map_fabric_lane476,rx444:tx440
0,lane_to_serdes_map_fabric_lane477,rx445:tx441
0,lane_to_serdes_map_fabric_lane478,rx446:tx442
0,lane_to_serdes_map_fabric_lane479,rx447:tx443
0,lane_to_serdes_map_fabric_lane224,rx448:tx455
0,lane_to_serdes_map_fabric_lane225,rx449:tx452
0,lane_to_serdes_map_fabric_lane226,rx450:tx453
0,lane_to_serdes_map_fabric_lane227,rx451:tx454
0,lane_to_serdes_map_fabric_lane480,rx452:tx451
0,lane_to_serdes_map_fabric_lane481,rx453:tx448
0,lane_to_serdes_map_fabric_lane482,rx454:tx449
0,lane_to_serdes_map_fabric_lane483,rx455:tx450
0,lane_to_serdes_map_fabric_lane228,rx456:tx463
0,lane_to_serdes_map_fabric_lane229,rx457:tx460
0,lane_to_serdes_map_fabric_lane230,rx458:tx461
0,lane_to_serdes_map_fabric_lane231,rx459:tx462
0,lane_to_serdes_map_fabric_lane484,rx460:tx459
0,lane_to_serdes_map_fabric_lane485,rx461:tx456
0,lane_to_serdes_map_fabric_lane486,rx462:tx457
0,lane_to_serdes_map_fabric_lane487,rx463:tx458
0,lane_to_serdes_map_fabric_lane232,rx468:tx464
0,lane_to_serdes_map_fabric_lane233,rx469:tx465
0,lane_to_serdes_map_fabric_lane234,rx470:tx466
0,lane_to_serdes_map_fabric_lane235,rx471:tx467
0,lane_to_serdes_map_fabric_lane488,rx464:tx468
0,lane_to_serdes_map_fabric_lane489,rx465:tx469
0,lane_to_serdes_map_fabric_lane490,rx466:tx470
0,lane_to_serdes_map_fabric_lane491,rx467:tx471
0,lane_to_serdes_map_fabric_lane236,rx472:tx472
0,lane_to_serdes_map_fabric_lane237,rx473:tx473
0,lane_to_serdes_map_fabric_lane238,rx474:tx474
0,lane_to_serdes_map_fabric_lane239,rx475:tx475
0,lane_to_serdes_map_fabric_lane492,rx476:tx476
0,lane_to_serdes_map_fabric_lane493,rx477:tx477
0,lane_to_serdes_map_fabric_lane494,rx478:tx478
0,lane_to_serdes_map_fabric_lane495,rx479:tx479
0,lane_to_serdes_map_fabric_lane240,rx480:tx481
