SystemComponentId,SystemSerdesId,LineComponentId,LineSerdesId,TraceLoss,ConnectionType,PolaritySwap
0,193,49,1,15.39,tx,Yes
0,194,49,7,14.33,rx,Yes
0,194,49,7,15.08,tx,Yes
0,195,49,0,13.95,rx,Yes
0,195,49,0,15.47,tx,Yes
0,196,49,4,13.85,rx,Yes
0,196,49,3,15.18,tx,Yes
0,197,49,1,13.69,rx,No
0,197,49,6,14.95,tx,Yes
0,198,49,3,13.82,rx,Yes
0,198,49,4,15.16,tx,Yes
0,199,49,2,13.86,rx,No
0,199,49,5,15.11,tx,Yes
0,200,50,0,12.87,rx,No
0,200,50,7,14.03,tx,Yes
0,201,50,7,13.33,rx,No
0,201,50,1,14.42,tx,Yes
0,202,50,6,12.93,rx,No
0,202,50,0,14.4,tx,No
0,203,50,5,12.94,rx,No
0,203,50,2,14.05,tx,Yes
0,204,50,1,12.97,rx,No
0,204,50,5,14.68,tx,Yes
0,205,50,4,13.01,rx,No
0,205,50,4,14.56,tx,Yes
0,206,50,3,13.16,rx,No
0,206,50,6,14.3,tx,Yes
0,207,50,2,12.92,rx,Yes
0,207,50,3,14.22,tx,Yes
0,208,51,0,11.79,rx,No
0,208,51,7,12.93,tx,Yes
0,209,51,7,12.64,rx,No
0,209,51,1,13.4,tx,Yes
0,210,51,6,11.87,rx,No
0,210,51,0,13.79,tx,No
0,211,51,5,12.27,rx,No
0,211,51,2,13.38,tx,Yes
0,212,51,1,12.27,rx,No
0,212,51,5,13.8,tx,Yes
0,213,51,4,11.97,rx,No
0,213,51,4,14.0,tx,Yes
0,214,51,3,12.44,rx,No
0,214,51,6,13.69,tx,Yes
0,215,51,2,11.9,rx,Yes
0,215,51,3,13.28,tx,Yes
0,216,52,0,10.7,rx,No
0,216,52,7,11.93,tx,Yes
0,217,52,7,11.68,rx,No
0,217,52,1,12.55,tx,Yes
0,218,52,6,10.81,rx,No
0,218,52,0,12.74,tx,No
0,219,52,5,11.26,rx,No
0,219,52,2,12.32,tx,Yes
0,220,52,1,11.16,rx,No
0,220,52,5,12.79,tx,Yes
0,221,52,4,10.88,rx,No
0,221,52,4,13.11,tx,Yes
0,222,52,3,11.43,rx,No
0,222,52,6,12.79,tx,Yes
0,223,52,2,10.87,rx,Yes
0,223,52,3,12.42,tx,Yes
0,312,53,6,11.39,rx,Yes
0,312,53,1,11.49,tx,No
0,313,53,1,12.41,rx,Yes
0,313,53,7,12.03,tx,No
0,314,53,0,11.41,rx,Yes
0,314,53,2,11.95,tx,Yes
0,315,53,3,11.91,rx,Yes
0,315,53,0,11.49,tx,No
0,316,53,7,11.76,rx,Yes
0,316,53,3,12.35,tx,No
0,317,53,2,11.49,rx,Yes
0,317,53,6,12.9,tx,No
0,318,53,5,12.13,rx,Yes
0,318,53,4,12.43,tx,No
0,319,53,4,11.57,rx,No
0,319,53,5,11.92,tx,No
0,304,54,6,12.4,rx,Yes
0,304,54,1,12.42,tx,No
0,305,54,1,13.3,rx,Yes
0,305,54,7,12.88,tx,No
0,306,54,0,12.46,rx,Yes
0,306,54,2,12.93,tx,Yes
0,307,54,3,12.9,rx,Yes
0,307,54,0,12.53,tx,No
0,308,54,7,12.86,rx,Yes
0,308,54,3,13.28,tx,No
0,309,54,2,12.57,rx,Yes
0,309,54,6,13.71,tx,No
0,310,54,5,13.07,rx,Yes
0,310,54,4,13.33,tx,No
0,311,54,4,12.51,rx,No
0,311,54,5,12.77,tx,No
0,296,55,6,13.45,rx,Yes
0,296,55,1,13.47,tx,No
0,297,55,1,14.02,rx,Yes
0,297,55,7,13.92,tx,No
0,298,55,0,13.56,rx,Yes
0,298,55,2,13.74,tx,Yes
0,299,55,3,13.61,rx,Yes
0,299,55,0,13.38,tx,No
0,300,55,7,13.64,rx,Yes
0,300,55,3,14.16,tx,No
0,301,55,2,13.65,rx,Yes
0,301,55,6,14.28,tx,No
0,302,55,5,13.84,rx,Yes
0,302,55,4,14.0,tx,No
0,303,55,4,13.52,rx,No
0,303,55,5,13.74,tx,No
0,288,56,0,14.9,rx,No
0,288,56,0,14.57,tx,No
0,289,56,3,14.77,rx,No
0,289,56,7,14.93,tx,No
0,290,56,1,14.98,rx,No
0,290,56,1,14.58,tx,No
0,291,56,6,14.61,rx,No
0,291,56,2,14.78,tx,No
0,292,56,2,14.57,rx,No
0,292,56,5,14.73,tx,No
0,293,56,7,14.37,rx,Yes
0,293,56,4,14.65,tx,No
0,294,56,5,14.51,rx,No
0,294,56,6,14.88,tx,No
0,295,56,4,14.56,rx,Yes
0,295,56,3,14.65,tx,No
0,248,57,5,14.79,rx,Yes
0,248,57,7,16.07,tx,Yes
0,249,57,6,14.78,rx,Yes
0,249,57,0,16.18,tx,Yes
0,250,57,7,14.88,rx,Yes
0,250,57,1,15.97,tx,No
0,251,57,0,14.31,rx,Yes
0,251,57,2,15.64,tx,Yes
0,252,57,4,14.9,rx,Yes
0,252,57,3,16.05,tx,Yes
0,253,57,2,14.72,rx,Yes
0,253,57,6,15.67,tx,No
0,254,57,1,14.55,rx,No
0,254,57,5,16.0,tx,Yes
0,255,57,3,14.64,rx,Yes
0,255,57,4,15.82,tx,No
0,240,58,5,13.47,rx,Yes
0,240,58,7,14.62,tx,Yes
0,241,58,6,13.38,rx,Yes
0,241,58,0,14.85,tx,No
0,242,58,7,13.55,rx,Yes
0,242,58,1,14.6,tx,No
0,243,58,0,12.95,rx,Yes
0,243,58,2,14.38,tx,Yes
0,244,58,4,13.47,rx,Yes
0,244,58,3,14.79,tx,Yes
0,245,58,2,13.31,rx,Yes
0,245,58,6,14.5,tx,No
0,246,58,1,13.23,rx,No
0,246,58,5,14.51,tx,Yes
0,247,58,3,13.33,rx,Yes
0,247,58,4,14.76,tx,No
0,232,59,5,12.55,rx,Yes
0,232,59,7,13.24,tx,Yes
0,233,59,6,12.11,rx,Yes
0,233,59,0,13.9,tx,No
0,234,59,7,12.58,rx,Yes
0,234,59,1,13.27,tx,No
0,235,59,0,11.6,rx,Yes
0,235,59,2,13.5,tx,Yes
0,236,59,4,12.15,rx,Yes
0,236,59,3,13.53,tx,Yes
0,237,59,2,11.91,rx,Yes
0,237,59,6,13.57,tx,No
0,238,59,1,12.26,rx,No
0,238,59,5,13.36,tx,Yes
0,239,59,3,12.32,rx,Yes
0,239,59,4,13.74,tx,No
0,224,60,5,11.26,rx,Yes
0,224,60,7,12.06,tx,Yes
0,225,60,6,10.72,rx,Yes
0,225,60,0,12.71,tx,No
0,226,60,7,11.39,rx,Yes
0,226,60,1,12.03,tx,No
0,227,60,0,10.42,rx,Yes
0,227,60,2,12.26,tx,Yes
0,228,60,4,10.77,rx,Yes
0,228,60,3,12.25,tx,Yes
0,229,60,2,10.73,rx,Yes
0,229,60,6,12.25,tx,No
0,230,60,1,10.87,rx,No
0,230,60,5,12.02,tx,Yes
0,231,60,3,11.13,rx,Yes
0,231,60,4,12.4,tx,No
0,256,61,3,12.24,rx,No
0,256,61,1,11.74,tx,No
0,257,61,0,11.63,rx,No
0,257,61,2,12.08,tx,Yes
0,258,61,1,12.37,rx,No
0,258,61,7,11.72,tx,Yes
0,259,61,6,11.34,rx,No
0,259,61,0,11.66,tx,No
0,260,61,2,11.69,rx,No
0,260,61,5,11.96,tx,No
0,261,61,4,11.65,rx,No
0,261,61,4,12.14,tx,Yes
0,262,61,7,11.8,rx,Yes
0,262,61,3,11.72,tx,No
0,263,61,5,12.07,rx,No
0,263,61,6,12.32,tx,Yes
0,264,62,3,13.26,rx,No
0,264,62,1,12.83,tx,No
0,265,62,0,12.85,rx,No
0,265,62,2,13.14,tx,Yes
0,266,62,1,13.42,rx,No
0,266,62,7,12.92,tx,Yes
0,267,62,6,12.39,rx,No
0,267,62,0,12.85,tx,No
0,268,62,2,12.82,rx,No
0,268,62,5,13.2,tx,No
0,269,62,4,12.7,rx,No
0,269,62,4,13.42,tx,Yes
0,270,62,7,12.94,rx,Yes
0,270,62,3,12.95,tx,No
0,271,62,5,13.12,rx,No
0,271,62,6,13.55,tx,Yes
0,272,63,3,14.17,rx,No
0,272,63,1,14.15,tx,No
0,273,63,0,14.04,rx,No
0,273,63,2,14.2,tx,Yes
0,274,63,1,14.22,rx,No
0,274,63,7,14.04,tx,Yes
0,275,63,6,13.55,rx,No
0,275,63,0,13.69,tx,No
0,276,63,2,14.13,rx,No
0,276,63,5,14.24,tx,No
0,277,63,4,13.93,rx,No
0,277,63,4,14.2,tx,Yes
0,278,63,7,13.92,rx,Yes
0,278,63,3,14.04,tx,No
0,279,63,5,14.02,rx,No
0,279,63,6,14.5,tx,Yes
0,280,64,3,15.47,rx,No
0,280,64,1,15.47,tx,No
0,281,64,0,15.46,rx,No
0,281,64,2,15.38,tx,No
0,282,64,1,15.42,rx,No
0,282,64,7,15.55,tx,Yes
0,283,64,6,14.88,rx,No
0,283,64,0,14.97,tx,No
0,284,64,2,15.62,rx,No
0,284,64,5,15.63,tx,No
0,285,64,4,15.32,rx,No
0,285,64,4,15.4,tx,Yes
0,286,64,7,15.24,rx,Yes
0,286,64,3,15.37,tx,No
0,287,64,5,15.22,rx,No
0,287,64,6,15.41,tx,Yes
