1026,1026,fab1/10/1,36-37-41-42,,
1025,1025,fab1/10/2,36-37-41-42,,
1024,1024,fab1/10/3,36-37-41-42,,
1031,1031,fab1/10/4,36-37-41-42,,
1027,1027,fab1/10/5,36-37-41-42,,
1030,1030,fab1/10/6,36-37-41-42,,
1029,1029,fab1/10/7,36-37-41-42,,
1028,1028,fab1/10/8,36-37-41-42,,
14,14,eth1/11/1,24-38-39,1,14
15,15,eth1/11/5,24-38,1,15
18,18,eth1/12/1,24-38-39,1,18
19,19,eth1/12/5,24-38,1,19
12,12,eth1/13/1,24-38-39,1,12
13,13,eth1/13/5,24-38,1,13
16,16,eth1/14/1,24-38-39,1,16
17,17,eth1/14/5,24-38,1,17
8,8,eth1/15/1,24-38-39,0,8
9,9,eth1/15/5,24-38,0,9
4,4,eth1/16/1,24-38-39,0,4
5,5,eth1/16/5,24-38,0,5
10,10,eth1/17/1,24-38-39,0,10
11,11,eth1/17/5,24-38,0,11
6,6,eth1/18/1,24-38-39,0,6
7,7,eth1/18/5,24-38,0,7
2,2,eth1/19/1,24-38-39,0,2
3,3,eth1/19/5,24-38,0,3
20,20,eth1/20/1,24-38-39,2,20
21,21,eth1/20/5,24-38,2,21
24,24,eth1/21/1,24-38-39,2,24
25,25,eth1/21/5,24-38,2,25
22,22,eth1/22/1,24-38-39,2,22
23,23,eth1/22/5,24-38,2,23
36,36,eth1/23/1,24-38-39,3,36
37,37,eth1/23/5,24-38,3,37
26,26,eth1/24/1,24-38-39,2,26
27,27,eth1/24/5,24-38,2,27
32,32,eth1/25/1,24-38-39,3,32
33,33,eth1/25/5,24-38,3,33
34,34,eth1/26/1,24-38-39,3,34
35,35,eth1/26/5,24-38,3,35
28,28,eth1/27/1,24-38-39,3,28
29,29,eth1/27/5,24-38,3,29
30,30,eth1/28/1,24-38-39,3,30
31,31,eth1/28/5,24-38,3,31
1117,1117,fab1/29/1,36-37-41-42,,
1116,1116,fab1/29/2,36-37-41-42,,
1112,1112,fab1/29/3,36-37-41-42,,
1119,1119,fab1/29/4,36-37-41-42,,
1115,1115,fab1/29/5,36-37-41-42,,
1118,1118,fab1/29/6,36-37-41-42,,
1114,1114,fab1/29/7,36-37-41-42,,
1113,1113,fab1/29/8,36-37-41-42,,
1110,1110,fab1/30/1,36-37-41-42,,
1111,1111,fab1/30/2,36-37-41-42,,
1109,1109,fab1/30/3,36-37-41-42,,
1105,1105,fab1/30/4,36-37-41-42,,
1108,1108,fab1/30/5,36-37-41-42,,
1106,1106,fab1/30/6,36-37-41-42,,
1104,1104,fab1/30/7,36-37-41-42,,
1107,1107,fab1/30/8,36-37-41-42,,
1138,1138,fab1/31/1,36-37-41-42,,
1139,1139,fab1/31/2,36-37-41-42,,
1141,1141,fab1/31/3,36-37-41-42,,
1143,1143,fab1/31/4,36-37-41-42,,
1140,1140,fab1/31/5,36-37-41-42,,
1136,1136,fab1/31/6,36-37-41-42,,
1142,1142,fab1/31/7,36-37-41-42,,
1137,1137,fab1/31/8,36-37-41-42,,
1120,1120,fab1/32/1,36-37-41-42,,
1123,1123,fab1/32/2,36-37-41-42,,
1125,1125,fab1/32/3,36-37-41-42,,
1121,1121,fab1/32/4,36-37-41-42,,
1124,1124,fab1/32/5,36-37-41-42,,
1122,1122,fab1/32/6,36-37-41-42,,
1126,1126,fab1/32/7,36-37-41-42,,
1127,1127,fab1/32/8,36-37-41-42,,
1133,1133,fab1/33/1,36-37-41-42,,
1132,1132,fab1/33/2,36-37-41-42,,
1134,1134,fab1/33/3,36-37-41-42,,
1135,1135,fab1/33/4,36-37-41-42,,
1131,1131,fab1/33/5,36-37-41-42,,
1128,1128,fab1/33/6,36-37-41-42,,
1130,1130,fab1/33/7,36-37-41-42,,
1129,1129,fab1/33/8,36-37-41-42,,
1149,1149,fab1/34/1,36-37-41-42,,
1150,1150,fab1/34/2,36-37-41-42,,
1144,1144,fab1/34/3,36-37-41-42,,
1151,1151,fab1/34/4,36-37-41-42,,
1146,1146,fab1/34/5,36-37-41-42,,
1148,1148,fab1/34/6,36-37-41-42,,
1147,1147,fab1/34/7,36-37-41-42,,
1145,1145,fab1/34/8,36-37-41-42,,
1168,1168,fab1/35/1,36-37-41-42,,
1171,1171,fab1/35/2,36-37-41-42,,
1173,1173,fab1/35/3,36-37-41-42,,
1169,1169,fab1/35/4,36-37-41-42,,
1172,1172,fab1/35/5,36-37-41-42,,
1170,1170,fab1/35/6,36-37-41-42,,
1174,1174,fab1/35/7,36-37-41-42,,
1175,1175,fab1/35/8,36-37-41-42,,
1176,1176,fab1/36/1,36-37-41-42,,
1177,1177,fab1/36/2,36-37-41-42,,
1178,1178,fab1/36/3,36-37-41-42,,
1183,1183,fab1/36/4,36-37-41-42,,
1181,1181,fab1/36/5,36-37-41-42,,
1180,1180,fab1/36/6,36-37-41-42,,
1179,1179,fab1/36/7,36-37-41-42,,
1182,1182,fab1/36/8,36-37-41-42,,
1165,1165,fab1/37/1,36-37-41-42,,
1166,1166,fab1/37/2,36-37-41-42,,
1160,1160,fab1/37/3,36-37-41-42,,
1167,1167,fab1/37/4,36-37-41-42,,
1162,1162,fab1/37/5,36-37-41-42,,
1164,1164,fab1/37/6,36-37-41-42,,
1163,1163,fab1/37/7,36-37-41-42,,
1161,1161,fab1/37/8,36-37-41-42,,
1156,1156,fab1/38/1,36-37-41-42,,
1159,1159,fab1/38/2,36-37-41-42,,
1157,1157,fab1/38/3,36-37-41-42,,
1153,1153,fab1/38/4,36-37-41-42,,
1152,1152,fab1/38/5,36-37-41-42,,
1154,1154,fab1/38/6,36-37-41-42,,
1158,1158,fab1/38/7,36-37-41-42,,
1155,1155,fab1/38/8,36-37-41-42,,
